sample_id,fault_site,workload,category,sa_value,observable,latency,fault_cycle,split,label
171,-1,mem_intensive,clean,-1,False,-1,257,train,0
172,-1,mem_intensive,clean,-1,False,-1,263,val,0
173,-1,mem_intensive,clean,-1,False,-1,270,train,0
174,-1,mem_intensive,clean,-1,False,-1,276,train,0
175,-1,mem_intensive,clean,-1,False,-1,283,train,0
176,-1,mem_intensive,clean,-1,False,-1,289,train,0
177,-1,mem_intensive,clean,-1,False,-1,296,train,0
178,-1,mem_intensive,clean,-1,False,-1,302,train,0
179,-1,mem_intensive,clean,-1,False,-1,309,train,0
180,-1,mem_intensive,clean,-1,False,-1,315,train,0
181,-1,mem_intensive,clean,-1,False,-1,322,train,0
182,-1,mem_intensive,clean,-1,False,-1,328,train,0
183,-1,mem_intensive,clean,-1,False,-1,335,test,0
184,-1,mem_intensive,clean,-1,False,-1,342,train,0
185,-1,mem_intensive,clean,-1,False,-1,348,val,0
186,-1,mem_intensive,clean,-1,False,-1,355,test,0
187,-1,mem_intensive,clean,-1,False,-1,361,train,0
188,-1,mem_intensive,clean,-1,False,-1,368,train,0
189,-1,mem_intensive,clean,-1,False,-1,374,train,0
190,-1,mem_intensive,clean,-1,False,-1,381,train,0
191,-1,mem_intensive,clean,-1,False,-1,387,train,0
192,-1,mem_intensive,clean,-1,False,-1,394,train,0
193,-1,mem_intensive,clean,-1,False,-1,400,train,0
194,-1,mem_intensive,clean,-1,False,-1,407,train,0
195,-1,mem_intensive,clean,-1,False,-1,413,train,0
196,-1,mem_intensive,clean,-1,False,-1,420,train,0
197,-1,mem_intensive,clean,-1,False,-1,426,train,0
198,-1,mem_intensive,clean,-1,False,-1,433,test,0
199,-1,mem_intensive,clean,-1,False,-1,440,train,0
200,0,alu_heavy,RegFile,0,False,-1,139,train,2
201,1,alu_heavy,RegFile,1,True,176,120,val,1
202,2,alu_heavy,RegFile,0,True,138,146,train,1
203,3,alu_heavy,RegFile,1,False,-1,152,train,2
204,4,alu_heavy,RegFile,0,False,-1,165,train,2
205,5,alu_heavy,RegFile,1,True,123,159,val,1
206,6,alu_heavy,RegFile,0,False,-1,178,train,2
207,7,alu_heavy,RegFile,1,True,156,126,test,1
208,8,alu_heavy,RegFile,0,True,149,133,test,1
209,9,alu_heavy,RegFile,1,False,-1,191,val,2
210,10,alu_heavy,RegFile,0,False,-1,185,train,2
211,11,alu_heavy,RegFile,1,True,84,198,val,1
212,12,alu_heavy,RegFile,0,True,110,172,test,1
213,13,alu_heavy,RegFile,1,False,-1,204,test,2
214,14,alu_heavy,RegFile,0,True,65,217,train,1
215,15,alu_heavy,RegFile,1,False,-1,211,val,2
216,16,alu_heavy,RegFile,0,False,-1,224,train,2
217,17,alu_heavy,RegFile,1,False,-1,231,train,2
218,18,alu_heavy,RegFile,0,False,-1,237,train,2
219,19,alu_heavy,RegFile,1,False,-1,244,val,2
220,20,alu_heavy,RegFile,0,False,-1,250,train,2
221,21,alu_heavy,RegFile,1,False,-1,257,train,2
222,22,alu_heavy,RegFile,0,False,-1,270,train,2
223,23,alu_heavy,RegFile,1,False,-1,276,train,2
224,24,alu_heavy,RegFile,0,False,-1,283,train,2
225,25,alu_heavy,RegFile,1,False,-1,289,train,2
226,26,alu_heavy,RegFile,0,False,-1,296,train,2
227,27,alu_heavy,RegFile,1,False,-1,302,train,2
228,28,alu_heavy,RegFile,0,False,-1,309,train,2
229,29,alu_heavy,RegFile,1,False,-1,315,train,2
230,30,alu_heavy,RegFile,0,False,-1,322,train,2
231,31,alu_heavy,RegFile,1,False,-1,328,train,2
232,32,alu_heavy,RegFile,0,False,-1,335,test,2
233,33,alu_heavy,RegFile,1,False,-1,342,train,2
234,34,alu_heavy,RegFile,0,False,-1,361,train,2
235,35,alu_heavy,RegFile,1,False,-1,368,train,2
236,36,alu_heavy,RegFile,0,False,-1,374,train,2
237,37,alu_heavy,RegFile,1,True,26,263,val,1
238,38,alu_heavy,RegFile,0,False,-1,355,test,2
239,39,alu_heavy,RegFile,1,False,-1,381,train,2
240,40,alu_heavy,RegFile,0,False,-1,387,train,2
241,41,alu_heavy,RegFile,1,False,-1,348,val,2
242,42,alu_heavy,RegFile,0,False,-1,394,train,2
243,43,alu_heavy,RegFile,1,False,-1,400,train,2
244,44,alu_heavy,RegFile,0,False,-1,407,train,2
245,45,alu_heavy,RegFile,1,False,-1,433,test,2
246,46,alu_heavy,RegFile,0,False,-1,413,train,2
247,47,alu_heavy,RegFile,1,True,69,126,test,1
248,48,alu_heavy,RegFile,0,False,-1,420,train,2
249,49,alu_heavy,RegFile,1,False,-1,426,train,2
250,50,alu_heavy,RegFile,0,False,-1,120,val,2
251,51,alu_heavy,RegFile,1,False,-1,440,train,2
252,52,alu_heavy,RegFile,0,False,-1,133,test,2
253,53,alu_heavy,RegFile,1,True,59,139,train,1
254,54,alu_heavy,RegFile,0,False,-1,146,train,2
255,55,alu_heavy,RegFile,1,True,26,172,test,1
256,56,alu_heavy,RegFile,0,False,-1,159,val,2
257,57,alu_heavy,RegFile,1,False,-1,204,test,2
258,58,alu_heavy,RegFile,0,False,-1,335,test,2
259,59,alu_heavy,RegFile,1,True,7,191,val,1
260,60,alu_heavy,RegFile,0,False,-1,152,train,2
261,61,alu_heavy,RegFile,1,True,33,165,train,1
262,62,alu_heavy,RegFile,0,False,-1,355,test,2
263,63,alu_heavy,RegFile,1,True,20,178,train,1
264,64,alu_heavy,RegFile,0,False,-1,185,train,2
265,65,alu_heavy,RegFile,1,False,-1,217,train,2
266,66,alu_heavy,RegFile,0,False,-1,224,train,2
267,67,alu_heavy,RegFile,1,False,-1,231,train,2
268,68,alu_heavy,RegFile,0,False,-1,433,test,2
269,69,alu_heavy,RegFile,1,False,-1,237,train,2
270,70,alu_heavy,RegFile,0,False,-1,250,train,2
271,71,alu_heavy,RegFile,1,True,3,198,val,1
272,72,alu_heavy,RegFile,0,False,-1,257,train,2
273,73,alu_heavy,RegFile,1,False,-1,270,train,2
274,74,alu_heavy,RegFile,0,False,-1,211,val,2
275,75,alu_heavy,RegFile,1,False,-1,276,train,2
276,76,alu_heavy,RegFile,0,False,-1,283,train,2
277,77,alu_heavy,RegFile,1,False,-1,289,train,2
278,78,alu_heavy,RegFile,0,False,-1,296,train,2
279,79,alu_heavy,RegFile,1,False,-1,244,val,2
280,80,alu_heavy,RegFile,0,False,-1,302,train,2
281,81,alu_heavy,RegFile,1,False,-1,309,train,2
282,82,alu_heavy,RegFile,0,False,-1,315,train,2
283,83,alu_heavy,RegFile,1,False,-1,322,train,2
284,84,alu_heavy,RegFile,0,False,-1,263,val,2
285,85,alu_heavy,RegFile,1,False,-1,328,train,2
286,86,alu_heavy,RegFile,0,False,-1,342,train,2
287,87,alu_heavy,RegFile,1,False,-1,361,train,2
288,88,alu_heavy,RegFile,0,False,-1,368,train,2
289,89,alu_heavy,RegFile,1,False,-1,374,train,2
290,90,alu_heavy,RegFile,0,False,-1,381,train,2
291,91,alu_heavy,RegFile,1,False,-1,387,train,2
292,92,alu_heavy,RegFile,0,False,-1,394,train,2
293,93,alu_heavy,RegFile,1,False,-1,400,train,2
294,94,alu_heavy,RegFile,0,False,-1,407,train,2
295,95,alu_heavy,RegFile,1,True,78,126,test,1
296,96,alu_heavy,RegFile,0,False,-1,133,test,2
297,97,alu_heavy,RegFile,1,False,-1,413,train,2
298,98,alu_heavy,RegFile,0,False,-1,420,train,2
299,99,alu_heavy,RegFile,1,False,-1,426,train,2
300,100,alu_heavy,RegFile,0,False,-1,440,train,2
301,101,alu_heavy,RegFile,1,True,68,139,train,1
302,102,alu_heavy,RegFile,0,False,-1,146,train,2
303,103,alu_heavy,RegFile,1,True,55,152,train,1
304,104,alu_heavy,RegFile,0,False,-1,165,train,2
305,105,alu_heavy,RegFile,1,True,29,178,train,1
306,106,alu_heavy,RegFile,0,False,-1,172,test,2
307,107,alu_heavy,RegFile,1,True,22,185,train,1
308,108,alu_heavy,RegFile,0,False,-1,217,train,2
309,109,alu_heavy,RegFile,1,True,3,204,test,1
310,110,alu_heavy,RegFile,0,False,-1,224,train,2
311,111,alu_heavy,RegFile,1,False,-1,231,train,2
312,112,alu_heavy,RegFile,0,False,-1,237,train,2
313,113,alu_heavy,RegFile,1,False,-1,348,val,2
314,114,alu_heavy,RegFile,0,False,-1,250,train,2
315,115,alu_heavy,RegFile,1,True,90,120,val,1
316,116,alu_heavy,RegFile,0,False,-1,257,train,2
317,117,alu_heavy,RegFile,1,True,23,270,train,1
318,118,alu_heavy,RegFile,0,False,-1,276,train,2
319,119,alu_heavy,RegFile,1,True,10,283,train,1
320,120,alu_heavy,RegFile,0,False,-1,289,train,2
321,121,alu_heavy,RegFile,1,True,51,159,val,1
322,122,alu_heavy,RegFile,0,False,-1,296,train,2
323,123,alu_heavy,RegFile,1,False,-1,302,train,2
324,124,alu_heavy,RegFile,0,False,-1,309,train,2
325,125,alu_heavy,RegFile,1,False,-1,335,test,2
326,126,alu_heavy,RegFile,0,False,-1,315,train,2
327,127,alu_heavy,RegFile,1,False,-1,322,train,2
328,128,alu_heavy,PC,0,False,-1,328,train,2
329,129,alu_heavy,PC,1,True,6,355,test,1
330,130,alu_heavy,PC,0,False,-1,433,test,2
331,131,alu_heavy,PC,1,True,7,342,train,1
332,132,alu_heavy,PC,0,True,8,126,test,1
333,133,alu_heavy,PC,1,False,-1,361,train,2
334,134,alu_heavy,PC,0,False,-1,368,train,2
335,135,alu_heavy,PC,1,True,1,133,test,1
336,136,alu_heavy,PC,0,False,-1,191,val,2
337,137,alu_heavy,PC,1,False,-1,198,val,2
338,138,alu_heavy,PC,0,False,-1,374,train,2
339,139,alu_heavy,PC,1,False,-1,381,train,2
340,140,alu_heavy,PC,0,False,-1,387,train,2
341,141,alu_heavy,PC,1,False,-1,394,train,2
342,142,alu_heavy,PC,0,False,-1,400,train,2
343,143,alu_heavy,PC,1,False,-1,407,train,2
344,144,alu_heavy,Control,0,True,10,413,train,1
345,145,alu_heavy,Control,1,True,1,172,test,1
346,146,alu_heavy,Control,0,False,-1,420,train,2
347,147,alu_heavy,Control,1,False,-1,426,train,2
348,148,alu_heavy,Control,0,True,2,440,train,1
349,149,alu_heavy,Control,1,False,-1,139,train,2
350,150,alu_heavy,Control,0,False,-1,211,val,2
351,151,alu_heavy,Control,1,True,1,146,train,1
352,152,alu_heavy,Control,0,True,132,152,train,1
353,153,alu_heavy,Control,1,True,117,165,train,1
354,154,alu_heavy,Control,0,False,-1,244,val,2
355,155,alu_heavy,Control,1,False,-1,178,train,2
356,156,alu_heavy,Control,0,False,-1,263,val,2
357,157,alu_heavy,Control,1,False,-1,185,train,2
358,158,alu_heavy,Control,0,False,-1,348,val,2
359,159,alu_heavy,Control,1,False,-1,217,train,2
360,160,alu_heavy,Control,0,False,-1,204,test,2
361,161,alu_heavy,Control,1,False,-1,335,test,2
362,162,alu_heavy,Control,0,False,-1,224,train,2
363,163,alu_heavy,Control,1,False,-1,231,train,2
364,164,alu_heavy,Decode,0,False,-1,237,train,2
365,165,alu_heavy,Decode,1,False,-1,250,train,2
366,0,branch_heavy,RegFile,0,False,-1,139,train,2
367,1,branch_heavy,RegFile,1,True,189,120,val,1
368,2,branch_heavy,RegFile,0,False,-1,146,train,2
369,3,branch_heavy,RegFile,1,True,148,152,train,1
370,4,branch_heavy,RegFile,0,True,133,165,train,1
371,5,branch_heavy,RegFile,1,False,-1,159,val,2
372,6,branch_heavy,RegFile,0,False,-1,178,train,2
373,7,branch_heavy,RegFile,1,True,172,126,test,1
374,8,branch_heavy,RegFile,0,True,165,133,test,1
375,9,branch_heavy,RegFile,1,False,-1,191,val,2
376,10,branch_heavy,RegFile,0,False,-1,185,train,2
377,11,branch_heavy,RegFile,1,True,100,198,val,1
378,12,branch_heavy,RegFile,0,True,126,172,test,1
379,13,branch_heavy,RegFile,1,False,-1,204,test,2
380,14,branch_heavy,RegFile,0,True,81,217,train,1
381,15,branch_heavy,RegFile,1,False,-1,211,val,2
382,16,branch_heavy,RegFile,0,False,-1,224,train,2
383,17,branch_heavy,RegFile,1,False,-1,231,train,2
384,18,branch_heavy,RegFile,0,False,-1,237,train,2
385,19,branch_heavy,RegFile,1,False,-1,244,val,2
386,20,branch_heavy,RegFile,0,False,-1,250,train,2
387,21,branch_heavy,RegFile,1,False,-1,257,train,2
388,22,branch_heavy,RegFile,0,False,-1,270,train,2
389,23,branch_heavy,RegFile,1,False,-1,276,train,2
390,24,branch_heavy,RegFile,0,False,-1,283,train,2
391,25,branch_heavy,RegFile,1,False,-1,289,train,2
392,26,branch_heavy,RegFile,0,False,-1,296,train,2
393,27,branch_heavy,RegFile,1,False,-1,302,train,2
394,28,branch_heavy,RegFile,0,False,-1,309,train,2
395,29,branch_heavy,RegFile,1,False,-1,315,train,2
396,30,branch_heavy,RegFile,0,False,-1,322,train,2
397,31,branch_heavy,RegFile,1,False,-1,328,train,2
398,32,branch_heavy,RegFile,0,False,-1,335,test,2
399,33,branch_heavy,RegFile,1,True,20,342,train,1
400,34,branch_heavy,RegFile,0,False,-1,361,train,2
401,35,branch_heavy,RegFile,1,True,14,368,train,1
402,36,branch_heavy,RegFile,0,False,-1,374,train,2
403,37,branch_heavy,RegFile,1,True,58,263,val,1
404,38,branch_heavy,RegFile,0,False,-1,355,test,2
405,39,branch_heavy,RegFile,1,True,1,381,train,1
406,40,branch_heavy,RegFile,0,False,-1,387,train,2
407,41,branch_heavy,RegFile,1,True,14,348,val,1
408,42,branch_heavy,RegFile,0,False,-1,394,train,2
409,43,branch_heavy,RegFile,1,True,3,400,train,1
410,44,branch_heavy,RegFile,0,False,-1,407,train,2
411,45,branch_heavy,RegFile,1,True,11,433,test,1
412,46,branch_heavy,RegFile,0,False,-1,413,train,2
413,47,branch_heavy,RegFile,1,True,85,126,test,1
414,48,branch_heavy,RegFile,0,False,-1,420,train,2
415,49,branch_heavy,RegFile,1,False,-1,426,train,2
416,50,branch_heavy,RegFile,0,False,-1,120,val,2
417,51,branch_heavy,RegFile,1,False,-1,440,train,2
418,52,branch_heavy,RegFile,0,False,-1,133,test,2
419,53,branch_heavy,RegFile,1,True,75,139,train,1
420,54,branch_heavy,RegFile,0,False,-1,146,train,2
421,55,branch_heavy,RegFile,1,True,42,172,test,1
422,56,branch_heavy,RegFile,0,False,-1,159,val,2
423,57,branch_heavy,RegFile,1,True,10,204,test,1
424,58,branch_heavy,RegFile,0,False,-1,335,test,2
425,59,branch_heavy,RegFile,1,True,23,191,val,1
426,60,branch_heavy,RegFile,0,False,-1,152,train,2
427,61,branch_heavy,RegFile,1,True,49,165,train,1
428,62,branch_heavy,RegFile,0,False,-1,355,test,2
429,63,branch_heavy,RegFile,1,True,36,178,train,1
430,64,branch_heavy,RegFile,0,False,-1,185,train,2
431,65,branch_heavy,RegFile,1,True,1,217,train,1
432,66,branch_heavy,RegFile,0,False,-1,224,train,2
433,67,branch_heavy,RegFile,1,False,-1,231,train,2
434,68,branch_heavy,RegFile,0,False,-1,433,test,2
435,69,branch_heavy,RegFile,1,False,-1,237,train,2
436,70,branch_heavy,RegFile,0,False,-1,250,train,2
437,71,branch_heavy,RegFile,1,True,19,198,val,1
438,72,branch_heavy,RegFile,0,False,-1,257,train,2
439,73,branch_heavy,RegFile,1,False,-1,270,train,2
440,74,branch_heavy,RegFile,0,False,-1,211,val,2
441,75,branch_heavy,RegFile,1,False,-1,276,train,2
442,76,branch_heavy,RegFile,0,False,-1,283,train,2
443,77,branch_heavy,RegFile,1,False,-1,289,train,2
444,78,branch_heavy,RegFile,0,False,-1,296,train,2
445,79,branch_heavy,RegFile,1,False,-1,244,val,2
446,80,branch_heavy,RegFile,0,False,-1,302,train,2
447,81,branch_heavy,RegFile,1,False,-1,309,train,2
448,82,branch_heavy,RegFile,0,False,-1,315,train,2
449,83,branch_heavy,RegFile,1,False,-1,322,train,2
450,84,branch_heavy,RegFile,0,False,-1,263,val,2
451,85,branch_heavy,RegFile,1,False,-1,328,train,2
452,86,branch_heavy,RegFile,0,False,-1,342,train,2
453,87,branch_heavy,RegFile,1,False,-1,361,train,2
454,88,branch_heavy,RegFile,0,False,-1,368,train,2
455,89,branch_heavy,RegFile,1,False,-1,374,train,2
456,90,branch_heavy,RegFile,0,False,-1,381,train,2
457,91,branch_heavy,RegFile,1,False,-1,387,train,2
458,92,branch_heavy,RegFile,0,False,-1,394,train,2
459,93,branch_heavy,RegFile,1,False,-1,400,train,2
460,94,branch_heavy,RegFile,0,False,-1,407,train,2
461,95,branch_heavy,RegFile,1,True,1,126,test,1
462,96,branch_heavy,RegFile,0,False,-1,133,test,2
463,97,branch_heavy,RegFile,1,False,-1,413,train,2
464,98,branch_heavy,RegFile,0,False,-1,420,train,2
465,99,branch_heavy,RegFile,1,False,-1,426,train,2
466,100,branch_heavy,RegFile,0,False,-1,440,train,2
467,101,branch_heavy,RegFile,1,True,84,139,train,1
468,102,branch_heavy,RegFile,0,False,-1,146,train,2
469,103,branch_heavy,RegFile,1,True,71,152,train,1
470,104,branch_heavy,RegFile,0,False,-1,165,train,2
471,105,branch_heavy,RegFile,1,True,45,178,train,1
472,106,branch_heavy,RegFile,0,False,-1,172,test,2
473,107,branch_heavy,RegFile,1,True,38,185,train,1
474,108,branch_heavy,RegFile,0,False,-1,217,train,2
475,109,branch_heavy,RegFile,1,True,19,204,test,1
476,110,branch_heavy,RegFile,0,False,-1,224,train,2
477,111,branch_heavy,RegFile,1,False,-1,231,train,2
478,112,branch_heavy,RegFile,0,False,-1,237,train,2
479,113,branch_heavy,RegFile,1,False,-1,348,val,2
480,114,branch_heavy,RegFile,0,False,-1,250,train,2
481,115,branch_heavy,RegFile,1,True,13,120,val,1
482,116,branch_heavy,RegFile,0,False,-1,257,train,2
483,117,branch_heavy,RegFile,1,True,34,270,train,1
484,118,branch_heavy,RegFile,0,False,-1,276,train,2
485,119,branch_heavy,RegFile,1,True,21,283,train,1
486,120,branch_heavy,RegFile,0,False,-1,289,train,2
487,121,branch_heavy,RegFile,1,True,67,159,val,1
